budget,genres,homepage,id,keywords,original_language,overview,popularity,revenue,runtime,tagline,title,vote_average,vote_count,movie_id,cast,director,year,imdb_id,poster_path,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_facebook_likes
20000000,['Comedy'],http://www.areyousuperbad.com/,8363,"['becoming an adult', 'high school', 'young people', 'one night']",en,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",33.436091999999995,121463226,113,Come and Get Some!,Superbad,7.0,2100,8363,"['Jonah Hill', 'Michael Cera', 'Christopher Mintz-Plasse', 'Bill Hader', 'Seth Rogen']",['Greg Mottola'],2007,tt0829482,posters/poster_8363.jpg,256,555,7.6,0
6500000,"['Comedy', 'Drama']",0,9388,"['father son relationship', 'capitalism', 'based on novel', 'smoking', 'lie', 'cigarette', 'research', 'law', 'health', 'marketing', 'politics', 'politician', 'tobacco', 'liar', 'dark comedy', 'cancer', 'independent film', 'money', 'morality', 'social satire', 'cigarette smoking', 'business', 'advertising', 'guilt', 'humiliation', 'lobby', 'bribe', 'corporation', 'lung cancer', 'lobbyist', 'tobacco industry', 'nicotine']",en,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.",29.01153,24793509,92,Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,Thank You For Smoking,7.1,664,9388,"['Aaron Eckhart', 'Maria Bello', 'Cameron Bright', 'Adam Brody', 'Sam Elliott']",['Jason Reitman'],2005,tt0427944,posters/poster_9388.jpg,239,323,7.6,0
70000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",0,2756,"['ocean', 'sea', 'diving suit', 'flying saucer', 'nuclear missile', 'alien life-form', 'insanity', 'scuba diving', 'underwater', 'scuba', 'deepsea', 'trapped underwater\xa0', 'thalassophobia']",en,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",24.961625,90000098,139,"There's everything you've ever known about adventure, and then there's The Abyss.",The Abyss,7.1,808,2756,"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester', 'Todd Graff']",['James Cameron'],1989,tt0096754,posters/poster_2756.jpg,82,380,7.6,0
0,['Drama'],http://www.thebookthief.com/,203833,"['world war ii', 'book', 'nazi germany', 'jewish']",en,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",57.84156,76586316,131,Courage beyond words.,The Book Thief,7.4,1486,203833,"['Geoffrey Rush', 'Sophie Nélisse', 'Emily Watson', 'Nico Liersch', 'Ben Schnetzer']",['Brian Percival'],2013,tt0816442,posters/poster_203833.jpg,252,236,7.6,53000
15000000,"['Fantasy', 'Action', 'Thriller']",0,9495,"['halloween', 'arson', 'detroit']",en,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",44.690107,94000000,102,Real love is forever.,The Crow,7.3,953,9495,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson', 'Michael Wincott', 'Bai Ling']",['Alex Proyas'],1994,tt0109506,posters/poster_9495.jpg,118,545,7.6,15000
10000000,['Drama'],0,21641,"['england', 'leeds united', 'sport', 'brighton', 'soccer', 'cup', 'derby county', 'management', 'soccer team']",en,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor",13.409125,0,97,They love me for what I'm not... ...they hate me for what I am.,The Damned United,7.2,152,21641,"['Michael Sheen', 'Timothy Spall', 'Colm Meaney', 'Jim Broadbent', 'Maurice Roeves']",['Tom Hooper'],2009,tt1226271,posters/poster_21641.jpg,145,75,7.6,0
350000,['Horror'],0,764,"['falsely accused', 'beheading', 'audio tape', 'log cabin', 'chain saw', 'giant plant', 'aggression by plant', 'lodge', 'friends', 'stop motion', 'evil', 'occult', 'book of the dead', 'necronomicon', 'demonic possession', 'video nasty', 'unofficial remake']",en,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",35.037625,29400000,85,The Ultimate Experience In Grueling Terror,The Evil Dead,7.3,894,764,"['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker', 'Theresa Tilly']",['Sam Raimi'],1981,tt0083907,posters/poster_764.jpg,304,740,7.6,12000
24000000,"['Comedy', 'Drama']",0,177,"['holy grail', 'homeless person', 'loss of lover', 'mental disease', 'sense of guilt', 'suppressed past', 'yuppie', 'cynic', 'fantasy', 'self-discovery', 'housebreaking', 'forgiveness', 'gun rampage', 'talk show', 'legend', 'unsociability', 'person running amok']",en,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,16.146572,41895491,137,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,7.2,341,177,"['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl', 'Amanda Plummer', 'Michael Jeter']",['Terry Gilliam'],1991,tt0101889,posters/poster_177.jpg,84,170,7.6,12000
94000000,"['Drama', 'History', 'War']",http://www.theflowersofwarmovie.com/,76758,"['forced prostitution', 'child rape']",zh,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",12.516546,95311434,145,0,The Flowers Of War,7.1,187,76758,"['Christian Bale', 'Ni Ni', 'Tong Dawei', 'Zhang Xinyi', 'Shigeo Kobayashi']",['Zhang Yimou'],2011,tt1410063,posters/poster_76758.jpg,136,130,7.6,13000
0,['Documentary'],0,127918,"['israel', 'army', 'intelligence agency', 'shin bet']",en,"In an unprecedented and candid series of interviews, six former heads of the Shin Bet — Israel's intelligence and security agency — speak about their role in Israel's decades-long counterterrorism campaign, discussing their controversial methods and whether the ends ultimately justify the means. (TIFF)",2.828303,0,101,0,The Gatekeepers,6.5,39,127918,"['Ami Ayalon', 'Avraham Shalom', 'Yaakov Peri', 'Carmi Gillon', 'Avi Dichter']",['Dror Moreh'],2012,tt2309788,posters/poster_127918.jpg,105,33,7.6,0
54000000,"['Crime', 'Drama', 'Thriller']",http://www.imdb.com/title/tt0099674/,242,"['italy', 'christianity', 'new york', 'assassination', 'italo-american', 'vatican', 'pope', 'confession', 'helicopter', 'daughter', 'lawyer']",en,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",59.194915,136766062,162,All the power on earth can't change destiny.,The Godfather: Part Iii,7.1,1546,242,"['Al Pacino', 'Diane Keaton', 'Andy García', 'Talia Shire', 'Sofia Coppola']",['Francis Ford Coppola'],1990,tt0099674,posters/poster_242.jpg,110,545,7.6,0
15000000,['Drama'],0,14047,['biography'],en,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite.,10.84158,30226144,126,"When the nation was in need, he inspired them to give us hope.",The Great Debaters,6.9,151,14047,"['Denzel Washington', 'Nate Parker', 'Forest Whitaker', 'Denzel Whitaker', 'Kimberly Elise']",['Denzel Washington'],2007,tt0427309,posters/poster_14047.jpg,112,118,7.6,0
25000000,['Drama'],0,590,"['london england', 'suicide', 'gay', 'poetry', 'aids', 'drowning', 'depression', 'home', 'way of life', 'self-destruction', 'province', 'literature', 'empowerment', 'country life', ""family's daily life"", 'sense of life', 'homelessness', ""leaving one's family"", 'delusion']",en,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",20.953265,41597830,114,The time to hide is over. The time to regret is gone. The time to live is now.,The Hours,7.0,451,590,"['Nicole Kidman', 'Julianne Moore', 'Meryl Streep', 'Stephen Dillane', 'Miranda Richardson']",['Stephen Daldry'],2002,tt0274558,posters/poster_590.jpg,174,660,7.6,0
130000000,"['Adventure', 'Action', 'Science Fiction']",http://www.thehungergames.movie/,101299,"['competition', 'based on novel', 'mentor', 'secret', 'factory', 'television', 'propaganda', 'future', 'dystopia', 'alliance', 'games', 'president', 'uprising', 'sequel', 'murder', 'survival', 'conspiracy', 'rebellion', 'blood', 'female protagonist', 'tournament', 'explosion', 'danger', 'imax', 'winner', 'based on young adult novel']",en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",76.310119,847423452,146,Every revolution begins with a spark.,The Hunger Games: Catching Fire,7.4,6495,101299,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']",['Francis Lawrence'],2013,tt1951264,posters/poster_101299.jpg,502,706,7.6,82000
30000000,"['Action', 'Adventure', 'Thriller']",http://www.paramount.com/movies/hunt-red-october,1669,"['submarine', 'cold war', 'russian', 'defection', 'jack ryan']",en,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",46.212155,199200000,134,Invisible. Silent. Stolen.,The Hunt For Red October,7.2,957,1669,"['Alec Baldwin', 'Sean Connery', 'Scott Glenn', 'Sam Neill', 'James Earl Jones']",['John McTiernan'],1990,tt0099810,posters/poster_1669.jpg,104,241,7.6,0
50000000,['Drama'],0,10400,"['prison', 'boxer', 'boxing match', 'boxing school', 'biography']",en,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",20.825781,73956241,146,His greatest fight was for justice.,The Hurricane,7.2,396,10400,"['Denzel Washington', 'Vicellous Reon Shannon', 'Deborah Kara Unger', 'Liev Schreiber', 'John Hannah']",['Norman Jewison'],1999,tt0174856,posters/poster_10400.jpg,65,265,7.6,0
15000000,"['Drama', 'Thriller', 'War']",http://www.thehurtlocker-movie.com/,12162,"['sniper', 'explosive', 'loyalty', 'u.s. army', 'iraq', 'car bomb', 'suspense', 'tension', 'iraq war', 'desert', 'bomb squad', 'body armor', 'woman director', 'army sergeant']",en,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.",47.006162,42000000,131,You'll know when you're in it.,The Hurt Locker,7.2,1840,12162,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty', 'Guy Pearce', 'Ralph Fiennes']",['Kathryn Bigelow'],2008,tt0887912,posters/poster_12162.jpg,388,876,7.6,16000
42000000,"['Thriller', 'Drama']",0,80278,"['thailand', 'tsunami', 'family vacation', 'tidal wave', 'catastrophe', 'swept away', 'separation from family', 'boxing day', '21st century']",en,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",47.559928,180274123,113,Nothing is more powerful than the human spirit.,The Impossible,7.0,2025,80278,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland', 'Samuel Joslin', 'Oaklee Pendergast']",['Juan Antonio Bayona'],2012,tt1649419,posters/poster_80278.jpg,371,322,7.6,54000
20000000,['Drama'],http://www.kiterunnermovie.com/,7979,"['1970s', 'afghanistan', 'hang gliding', 'war in afghanistan', 'taliban', 'cowardice', 'best friend', 'cowardliness', 'child']",en,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",10.446722,73276047,128,There is a way to be good again.,The Kite Runner,7.3,394,7979,"['Khalid Abdalla', 'Atossa Leoni', 'Shaun Toub', 'Zekeria Ebrahimi', 'Ahmad Khan Mahmoodzada']",['Marc Forster'],2007,tt0419887,posters/poster_7979.jpg,201,230,7.6,0
7000000,['Drama'],0,11051,"['christianity', 'traitor', 'jesus christ', 'roman', 'crucifixion', 'longing', 'moral conflict', 'cross', 'blasphemy', 'temptation', 'mary magdalene']",en,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene.",14.672151,8373585,164,0,The Last Temptation Of Christ,7.0,201,11051,"['Willem Dafoe', 'Harvey Keitel', 'Barbara Hershey', 'David Bowie', 'Harry Dean Stanton']",['Martin Scorsese'],1988,tt0095497,posters/poster_11051.jpg,114,308,7.6,0
0,"['Action', 'Comedy']",0,12207,"['father son relationship', 'martial arts', 'showdown', 'fistfight', 'friendship', 'duel']",cn,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",15.046612,0,102,He's got a secret weapon with a lot of kick.,The Legend Of Drunken Master,7.2,242,12207,"['Jackie Chan', 'Anita Mui', 'Ti Lung', 'Felix Wong', 'Liu Chia-Liang']",['Liu Chia-Liang'],1994,tt0111512,posters/poster_12207.jpg,77,146,7.6,0
12000000,['Drama'],0,16727,"['indian lead', 'independent film', 'woman director']",en,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.",3.604863,20138836,122,Two Worlds. One Journey.,The Namesake,6.8,50,16727,"['Kal Penn', 'Tabu', 'Irrfan Khan', 'Sahira Nair', 'Jacinda Barrett']",['Mira Nair'],2006,tt0433416,posters/poster_16727.jpg,167,117,7.6,0
3500000,['Drama'],0,27029,"['nurse', 'missionary', 'nun', 'belgium', 'sanitarium', 'female protagonist', 'hospital', 'tuberculosis', 'congo', 'convent', 'thinness', 'obedience']",en,Gabrielle Van Der Mal gave up everything to become a nun. But her faith and her vows are forever being tested: first in the missionary Congo hospital where she assists the brilliant and handsome Dr. Fortunati and then at the mother house in France when World War II has broken out and the nuns are forbidden by the order to take sides.,3.281509,12800000,149,Her Faith Remained Strong and True in the Face of Africa's Terrors!,The Nun'S Story,7.4,46,27029,"['Audrey Hepburn', 'Peter Finch', 'Peggy Ashcroft', 'Dean Jagger', 'Mildred Dunnock']",['Fred Zinnemann'],1959,tt0053131,posters/poster_27029.jpg,25,83,7.6,930
0,"['Horror', 'Drama', 'Mystery', 'Thriller']",0,1933,"['nanny', 'haunted house', 'channel islands', 'parallel world', 'photosensitivity', 'spiritism']",en,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",25.881355,0,101,"Sooner or later she'll see them, then everything will be different.",The Others,7.4,1660,1933,"['Nicole Kidman', 'Christopher Eccleston', 'Alakina Mann', 'James Bentley', 'Eric Sykes']",['Alejandro Amenábar'],2001,tt0230600,posters/poster_1933.jpg,239,1109,7.6,20000
7000000,"['Drama', 'Romance']",0,713,"['love triangle', 'scotland', 'mother', 'adultery', 'sexuality', 'jealousy', 'culture clash', 'isolation', 'eroticism', 'strangeness', 'penalty', 'violent husband', 'new zealand', 'maori', 'arranged marriage', 'piano lessons', 'settler', 'wilderness', 'deceived husband', 'marriage', 'secret love', 'woman director']",en,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",17.681707,116700000,121,0,The Piano,7.1,281,713,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill', 'Anna Paquin', 'Cliff Curtis']",['Jane Campion'],1993,tt0107822,posters/poster_713.jpg,83,241,7.6,0
32000000,"['Drama', 'Romance']",0,8055,"['germany', 'war crimes', 'trial', 'female prisoner', 'teenager', 'law student', 'teenage sexuality', 'older woman younger man relationship', 'teenage sex', 'affair']",en,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",33.923786,113019290,124,Behind the mystery lies a truth that will make you question everything you know.,The Reader,7.2,813,8055,"['Kate Winslet', 'Ralph Fiennes', 'David Kross', 'Jeanette Hain', 'Bruno Ganz']",['Stephen Daldry'],2008,tt0976051,posters/poster_8055.jpg,299,370,7.6,15000
21000000,"['Comedy', 'Drama']",0,9428,"['forgiveness', 'child prodigy', 'terminal illness', 'dysfunctional family', 'cigarette smoking', 'family conflict']",en,An estranged family of former child prodigies reunites when their father announces he has a terminal illness.,24.13081,71441250,110,"Family isn’t a word, it’s a sentence.",The Royal Tenenbaums,7.4,1286,9428,"['Gene Hackman', 'Anjelica Huston', 'Ben Stiller', 'Gwyneth Paltrow', 'Luke Wilson']",['Wes Anderson'],2001,tt0265666,posters/poster_9428.jpg,220,962,7.6,0
52000000,"['Drama', 'History', 'War']",0,8741,"['based on novel', 'japanese', 'world war ii', 'battle assignment', 'invasion', 'marine corps', 'u.s. army', 'commander', 'pacific', 'rifle', 'survival', 'jungle', 'infantry', 'steel helmet', 'sergeant', 'pacific island', 'soldier', 'battle', 'fighting', 'guadalcanal', 'awol', 'philosophic conflict']",en,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",40.072583,98126565,170,Every man fights his own war.,The Thin Red Line,7.2,771,8741,"['Sean Penn', 'Adrien Brody', 'Jim Caviezel', 'Ben Chaplin', 'George Clooney']",['Terrence Malick'],1998,tt0120863,posters/poster_8741.jpg,156,1448,7.6,0
37000000,"['Crime', 'Drama', 'Thriller']",http://thetownmovie.warnerbros.com/,23168,"['based on novel', 'money laundering', 'ambulance', 'boston', 'massachusetts', 'bank manager', 'drug dealer', 'florist', 'flower shop', 'hold-up robbery', 'volunteer', 'stolen money', 'friends', 'car set on fire', 'boston garden', 'police chase', 'best friend', 'fenway park']",en,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",24.218358,154026136,125,Welcome to the bank robbery capital of America.,The Town,7.0,1468,23168,"['Ben Affleck', 'Rebecca Hall', 'Jeremy Renner', 'Jon Hamm', 'Blake Lively']",['Ben Affleck'],2010,tt0840361,posters/poster_23168.jpg,378,420,7.6,29000
7500000,"['Drama', 'Thriller']",http://www.welle.film.de/,7735,"['dictator', 'trainer', 'classroom', 'fascism', 'group dynamics', 'education', 'national socialism', 'training', 'squatter', 'anarchist', 'group', 'gymnasium', 'learning and teaching', 'violence in schools', 'homepage', 'social experiment']",de,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,25.281197,19000000,107,Evil is something that you learn,The Wave,7.5,841,7735,"['Jürgen Vogel', 'Frederick Lau', 'Max Riemelt', 'Jennifer Ulrich', 'Christiane Paul']",['Dennis Gansel'],2008,tt1063669,posters/poster_7735.jpg,93,96,7.6,25000
48000000,"['Thriller', 'Drama', 'Crime']",0,1900,"['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']",en,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",25.170217,207515725,147,No one gets away clean,Traffic,6.9,562,1900,"['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas', 'Tomás Milián', 'Russell G. Jones']",['Steven Soderbergh'],2000,tt0181865,posters/poster_1900.jpg,223,867,7.6,0
5000000,"['Comedy', 'Horror']",0,46838,"['cabin', 'chainsaw', 'hillbilly', 'body in chipper', 'cut off jeans']",en,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",19.940245,5476793,89,Evil just messed with the wrong hillbillies.,Tucker And Dale Vs Evil,7.3,847,46838,"['Alan Tudyk', 'Tyler Labine', 'Katrina Bowden', 'Jesse Moss', 'Philip Granger']",['Eli Craig'],2010,tt1465522,posters/poster_46838.jpg,324,200,7.6,49000
15000000,"['Drama', 'History', 'Crime', 'Thriller', 'Action']",0,9829,"['airplane', 'hijacking', 'terror cell', 'emergency landing', 'war on terror']",en,"A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",17.501379999999994,76286096,111,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",United 93,6.9,367,9829,"['J.J. Johnson', 'Polly Adams', 'Trish Gates', 'Nancy McDoniel', 'Opal Alladin']",['Paul Greengrass'],2006,tt0475276,posters/poster_9829.jpg,279,828,7.6,0
12899867,"['Comedy', 'Drama', 'Romance']",http://www.volver-lapelicula.com,219,"['child abuse', 'rape', 'fire', 'sexual abuse', 'madrid', 'secret', 'return', 'solidarity', 'village', 'superstition', 'crime', 'death', 'ghost', 'abusive father']",es,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",19.747809,85582407,121,Return.,Volver,7.3,406,219,"['Penélope Cruz', 'Carmen Maura', 'Lola Dueñas', 'Blanca Portillo', 'Yohana Cobo']",['Pedro Almodóvar'],2006,tt0441909,posters/poster_219.jpg,232,228,7.6,0
0,"['Music', 'Comedy']",0,16448,"['missouri', 'independent film', 'mechanic', 'in the closet', 'mockumentary', 'improvisation', 'whispering', 'travel agent', 'amateur theater', 'dairy queen', 'alien contact', 'fake documentary', 'city council', 'wagon train', 'chinese restaurant', 'product licensing', 'hidden character']",en,"Corky St. Clair is a director, actor and dancer in Blaine, Missouri. When it comes time to celebrate Blaine's 150th anniversary, Corky resolves to bring down the house in Broadway style in this hilarious mockumentary from the people who brought you ""This is Spinal Tap!""",4.348416,0,84,There's a good reason some talent remains undiscovered.,Waiting For Guffman,7.3,63,16448,"['Christopher Guest', 'Eugene Levy', 'Fred Willard', ""Catherine O'Hara"", 'Michael Hitchcock']",['Christopher Guest'],1996,tt0118111,posters/poster_16448.jpg,50,202,7.6,0
6000000,"['Crime', 'Drama', 'Music']",0,1725,"['slum', 'street gang', 'love at first sight', 'showdown', 'puerto rican', 'immigrant', 'highway', 'forbidden love', 'musical', 'rivalry', 'feud', 'interracial relationship', 'sondheim', 'attempted rape', 'policeman', 'based on stage musical', 'obsessive love', 'lifting female in air', 'young love', 'modern day adaptation', 'shakespeare in modern dress']",en,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",23.431117,43656822,152,The screen achieves one of the great entertainments in the history of motion pictures,West Side Story,7.0,389,1725,"['Natalie Wood', 'Richard Beymer', 'Russ Tamblyn', 'Rita Moreno', 'George Chakiris']","['Robert Wise', 'Jerome Robbins']",1961,tt0055614,posters/poster_1725.jpg,120,316,7.6,0
8000000,"['Drama', 'Family']",http://www.whaleriderthemovie.com/,1088,"['ocean', 'loss of mother', 'tradition', 'loss of brother', 'becoming an adult', 'role of women', 'empowerment', 'new zealand', 'maori tradition', 'chief', 'grandfather granddaughter relationship', 'modern society', 'whale', 'patriarch', 'stick fighting', 'canoe', 'patriarchy', 'loss of wife', 'woman director']",en,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",12.439495,41400000,101,0,Whale Rider,7.1,111,1088,"['Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton', 'Cliff Curtis', 'Grant Roa']",['Niki Caro'],2003,tt0298228,posters/poster_1088.jpg,149,346,7.6,0
16000000,"['Comedy', 'Romance', 'Drama']",0,639,"['new york', 'wife husband relationship', 'restaurant', 'platonic love', 'orgasm', 'friendship', 'male female relationship']",en,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.",18.430419,92823546,96,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,7.3,950,639,"['Meg Ryan', 'Billy Crystal', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford']",['Rob Reiner'],1989,tt0098635,posters/poster_639.jpg,114,273,7.6,0
1200000,['Drama'],0,345003,"['undercover', 'insane asylum', 'reporter']",en,"Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder.",0.489271,0,111,0,10 Days In A Madhouse,4.3,5,345003,"['Caroline Barry', 'Christopher Lambert', 'Kelly LeBrock', 'Julia Chantrey', 'Alexandra Callas']",['Timothy Hines'],2015,tt3453052,posters/poster_345003.jpg,1,10,7.5,26000
